device,location,hostname,slaveid,register,condition,type,threshold,level,value,set_pcs_list
儲能櫃1_1,戶外,BESS1_rack02_alert,3,7,Rack02充電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,89",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,8,Rack02充電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,91",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,9,Rack02放電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,89",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,10,Rack02放電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,91",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,11,Rack02單體溫度上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,89",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,12,Rack02單體溫度下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,91",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,13,Rack02環境溫度上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,59",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,14,Rack02環境溫度下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,59",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,15,Rack02動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,16,Rack02組SOC上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,55",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,17,Rack02組SOC下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,55",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,18,Rack02正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,61",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,19,Rack02負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,63",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,20,Rack02箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,21,Rack02箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,22,Rack02組端電壓上限告警,Boolean,1,warning,"BESS1_rack02_status,3,51",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,23,Rack02組端電壓下限告警,Boolean,1,warning,"BESS1_rack02_status,3,51",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,24,Rack02充電電流上限告警,Boolean,1,warning,"BESS1_rack02_status,3,53",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,25,Rack02放電電流上限告警,Boolean,1,warning,"BESS1_rack02_status,3,53",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,26,Rack02單體電壓上限告警,Boolean,1,warning,"BESS1_rack02_status,3,81",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,27,Rack02單體電壓下限告警,Boolean,1,warning,"BESS1_rack02_status,3,83",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,28,Rack02充電溫度上限告警,Boolean,1,warning,"BESS1_rack02_status,3,89",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,29,Rack02充電溫度下限告警,Boolean,1,warning,"BESS1_rack02_status,3,91",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,30,Rack02放電溫度上限告警,Boolean,1,warning,"BESS1_rack02_status,3,89",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,31,Rack02放電溫度下限告警,Boolean,1,warning,"BESS1_rack02_status,3,91",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,32,Rack02單體溫度上限告警,Boolean,1,warning,"BESS1_rack02_status,3,89",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,33,Rack02單體溫度下限告警,Boolean,1,warning,"BESS1_rack02_status,3,91",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,34,Rack02環境溫度上限告警,Boolean,1,warning,"BESS1_rack02_status,3,59",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,35,Rack02環境溫度下限告警,Boolean,1,warning,"BESS1_rack02_status,3,59",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,36,Rack02動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,37,Rack02組SOC上限告警,Boolean,1,warning,"BESS1_rack02_status,3,55",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,38,Rack02組SOC下限告警,Boolean,1,warning,"BESS1_rack02_status,3,55",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,39,Rack02正極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack02_status,3,61",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,40,Rack02負極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack02_status,3,63",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,41,Rack02箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,42,Rack02箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,43,Rack02組端電壓上限保護,Boolean,1,protection,"BESS1_rack02_status,3,51",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,44,Rack02組端電壓下限保護,Boolean,1,protection,"BESS1_rack02_status,3,51",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,45,Rack02充電電流上限保護,Boolean,1,protection,"BESS1_rack02_status,3,53",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,46,Rack02放電電流上限保護,Boolean,1,protection,"BESS1_rack02_status,3,53",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,47,Rack02單體電壓上限保護,Boolean,1,protection,"BESS1_rack02_status,3,81",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,48,Rack02單體電壓下限保護,Boolean,1,protection,"BESS1_rack02_status,3,83",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,49,Rack02充電溫度上限保護,Boolean,1,protection,"BESS1_rack02_status,3,89",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,50,Rack02充電溫度下限保護,Boolean,1,protection,"BESS1_rack02_status,3,91",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,51,Rack02放電溫度上限保護,Boolean,1,protection,"BESS1_rack02_status,3,89",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,52,Rack02放電溫度下限保護,Boolean,1,protection,"BESS1_rack02_status,3,91",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,53,Rack02單體溫度上限保護,Boolean,1,protection,"BESS1_rack02_status,3,89",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,54,Rack02單體溫度下限保護,Boolean,1,protection,"BESS1_rack02_status,3,91",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,55,Rack02環境溫度上限保護,Boolean,1,protection,"BESS1_rack02_status,3,59",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,56,Rack02環境溫度下限保護,Boolean,1,protection,"BESS1_rack02_status,3,59",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,57,Rack02動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,58,Rack02組SOC上限保護,Boolean,1,protection,"BESS1_rack02_status,3,55",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,59,Rack02組SOC下限保護,Boolean,1,protection,"BESS1_rack02_status,3,55",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,60,Rack02正極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack02_status,3,61",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,61,Rack02負極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack02_status,3,63",PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,62,Rack02箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,63,Rack02箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,64,Rack02電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,65,Rack02動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,66,Rack02BMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,67,Rack02BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,68,Rack02單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,69,Rack02總壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,70,Rack02電流採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,71,Rack02溫度採集斷線,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,72,Rack02溫度採集短路,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,73,Rack02BMS設備故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,74,Rack02單體電壓無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,75,Rack02單體溫度無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack02_alert,3,76,Rack02組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,77,Rack02組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,78,Rack02消防報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,79,Rack02水浸報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,1,Rack03組端電壓上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,51",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,2,Rack03組端電壓下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,51",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,3,Rack03充電電流上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,53",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,4,Rack03放電電流上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,53",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,5,Rack03單體電壓上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,81",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,6,Rack03單體電壓下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,83",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,7,Rack03充電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,89",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,8,Rack03充電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,91",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,9,Rack03放電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,89",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,10,Rack03放電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,91",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,11,Rack03單體溫度上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,89",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,12,Rack03單體溫度下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,91",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,13,Rack03環境溫度上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,59",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,14,Rack03環境溫度下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,59",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,15,Rack03動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,16,Rack03組SOC上限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,55",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,17,Rack03組SOC下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,55",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,18,Rack03正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,61",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,19,Rack03負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack03_status,4,63",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,20,Rack03箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,21,Rack03箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,22,Rack03組端電壓上限告警,Boolean,1,warning,"BESS1_rack03_status,4,51",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,23,Rack03組端電壓下限告警,Boolean,1,warning,"BESS1_rack03_status,4,51",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,24,Rack03充電電流上限告警,Boolean,1,warning,"BESS1_rack03_status,4,53",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,25,Rack03放電電流上限告警,Boolean,1,warning,"BESS1_rack03_status,4,53",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,26,Rack03單體電壓上限告警,Boolean,1,warning,"BESS1_rack03_status,4,81",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,27,Rack03單體電壓下限告警,Boolean,1,warning,"BESS1_rack03_status,4,83",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,28,Rack03充電溫度上限告警,Boolean,1,warning,"BESS1_rack03_status,4,89",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,29,Rack03充電溫度下限告警,Boolean,1,warning,"BESS1_rack03_status,4,91",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,30,Rack03放電溫度上限告警,Boolean,1,warning,"BESS1_rack03_status,4,89",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,31,Rack03放電溫度下限告警,Boolean,1,warning,"BESS1_rack03_status,4,91",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,32,Rack03單體溫度上限告警,Boolean,1,warning,"BESS1_rack03_status,4,89",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,33,Rack03單體溫度下限告警,Boolean,1,warning,"BESS1_rack03_status,4,91",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,34,Rack03環境溫度上限告警,Boolean,1,warning,"BESS1_rack03_status,4,59",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,35,Rack03環境溫度下限告警,Boolean,1,warning,"BESS1_rack03_status,4,59",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,36,Rack03動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,37,Rack03組SOC上限告警,Boolean,1,warning,"BESS1_rack03_status,4,55",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,38,Rack03組SOC下限告警,Boolean,1,warning,"BESS1_rack03_status,4,55",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,39,Rack03正極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack03_status,4,61",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,40,Rack03負極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack03_status,4,63",
儲能櫃1_1,戶外,BESS1_rack03_alert,4,41,Rack03箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,42,Rack03箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,43,Rack03組端電壓上限保護,Boolean,1,protection,"BESS1_rack03_status,4,51",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,44,Rack03組端電壓下限保護,Boolean,1,protection,"BESS1_rack03_status,4,51",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,45,Rack03充電電流上限保護,Boolean,1,protection,"BESS1_rack03_status,4,53",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,46,Rack03放電電流上限保護,Boolean,1,protection,"BESS1_rack03_status,4,53",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,47,Rack03單體電壓上限保護,Boolean,1,protection,"BESS1_rack03_status,4,81",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,48,Rack03單體電壓下限保護,Boolean,1,protection,"BESS1_rack03_status,4,83",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,49,Rack03充電溫度上限保護,Boolean,1,protection,"BESS1_rack03_status,4,89",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,50,Rack03充電溫度下限保護,Boolean,1,protection,"BESS1_rack03_status,4,91",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,51,Rack03放電溫度上限保護,Boolean,1,protection,"BESS1_rack03_status,4,89",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,52,Rack03放電溫度下限保護,Boolean,1,protection,"BESS1_rack03_status,4,91",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,53,Rack03單體溫度上限保護,Boolean,1,protection,"BESS1_rack03_status,4,89",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,54,Rack03單體溫度下限保護,Boolean,1,protection,"BESS1_rack03_status,4,91",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,55,Rack03環境溫度上限保護,Boolean,1,protection,"BESS1_rack03_status,4,59",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,56,Rack03環境溫度下限保護,Boolean,1,protection,"BESS1_rack03_status,4,59",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,57,Rack03動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,58,Rack03組SOC上限保護,Boolean,1,protection,"BESS1_rack03_status,4,55",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,59,Rack03組SOC下限保護,Boolean,1,protection,"BESS1_rack03_status,4,55",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,60,Rack03正極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack03_status,4,61",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,61,Rack03負極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack03_status,4,63",PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,62,Rack03箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,63,Rack03箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,64,Rack03電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,65,Rack03動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,66,Rack03BMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,67,Rack03BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,68,Rack03單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,69,Rack03總壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,70,Rack03電流採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,71,Rack03溫度採集斷線,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,72,Rack03溫度採集短路,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,73,Rack03BMS設備故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,74,Rack03單體電壓無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,75,Rack03單體溫度無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack03_alert,4,76,Rack03組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,77,Rack03組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,78,Rack03消防報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack03_alert,4,79,Rack03水浸報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack04_alert,5,1,Rack04組端電壓上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,51",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,2,Rack04組端電壓下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,51",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,3,Rack04充電電流上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,53",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,4,Rack04放電電流上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,53",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,5,Rack04單體電壓上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,81",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,6,Rack04單體電壓下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,83",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,7,Rack04充電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,89",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,8,Rack04充電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,91",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,9,Rack04放電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,89",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,10,Rack04放電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,91",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,11,Rack04單體溫度上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,89",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,12,Rack04單體溫度下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,91",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,13,Rack04環境溫度上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,59",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,14,Rack04環境溫度下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,59",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,15,Rack04動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack04_alert,5,16,Rack04組SOC上限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,55",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,17,Rack04組SOC下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,55",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,18,Rack04正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,61",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,19,Rack04負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack04_status,5,63",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,20,Rack04箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack04_alert,5,21,Rack04箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack04_alert,5,22,Rack04組端電壓上限告警,Boolean,1,warning,"BESS1_rack04_status,5,51",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,23,Rack04組端電壓下限告警,Boolean,1,warning,"BESS1_rack04_status,5,51",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,24,Rack04充電電流上限告警,Boolean,1,warning,"BESS1_rack04_status,5,53",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,25,Rack04放電電流上限告警,Boolean,1,warning,"BESS1_rack04_status,5,53",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,26,Rack04單體電壓上限告警,Boolean,1,warning,"BESS1_rack04_status,5,81",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,27,Rack04單體電壓下限告警,Boolean,1,warning,"BESS1_rack04_status,5,83",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,28,Rack04充電溫度上限告警,Boolean,1,warning,"BESS1_rack04_status,5,89",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,29,Rack04充電溫度下限告警,Boolean,1,warning,"BESS1_rack04_status,5,91",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,30,Rack04放電溫度上限告警,Boolean,1,warning,"BESS1_rack04_status,5,89",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,31,Rack04放電溫度下限告警,Boolean,1,warning,"BESS1_rack04_status,5,91",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,32,Rack04單體溫度上限告警,Boolean,1,warning,"BESS1_rack04_status,5,89",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,33,Rack04單體溫度下限告警,Boolean,1,warning,"BESS1_rack04_status,5,91",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,34,Rack04環境溫度上限告警,Boolean,1,warning,"BESS1_rack04_status,5,59",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,35,Rack04環境溫度下限告警,Boolean,1,warning,"BESS1_rack04_status,5,59",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,36,Rack04動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack04_alert,5,37,Rack04組SOC上限告警,Boolean,1,warning,"BESS1_rack04_status,5,55",
儲能櫃1_1,戶外,BESS1_rack04_alert,5,38,Rack04組SOC下限告警,Boolean,1,warning,"BESS1_rack04_status,5,55",
