device,location,hostname,slaveid,register,condition,type,threshold,level,value,set_pcs_list
儲能櫃1_1,戶外,BESS1_rack07_alert,8,37,Rack07組SOC上限告警,Boolean,1,warning,"BESS1_rack07_status,8,55",
儲能櫃1_1,戶外,BESS1_rack07_alert,8,38,Rack07組SOC下限告警,Boolean,1,warning,"BESS1_rack07_status,8,55",
儲能櫃1_1,戶外,BESS1_rack07_alert,8,39,Rack07正極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack07_status,8,61",
儲能櫃1_1,戶外,BESS1_rack07_alert,8,40,Rack07負極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack07_status,8,63",
儲能櫃1_1,戶外,BESS1_rack07_alert,8,41,Rack07箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,42,Rack07箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,43,Rack07組端電壓上限保護,Boolean,1,protection,"BESS1_rack07_status,8,51",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,44,Rack07組端電壓下限保護,Boolean,1,protection,"BESS1_rack07_status,8,51",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,45,Rack07充電電流上限保護,Boolean,1,protection,"BESS1_rack07_status,8,53",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,46,Rack07放電電流上限保護,Boolean,1,protection,"BESS1_rack07_status,8,53",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,47,Rack07單體電壓上限保護,Boolean,1,protection,"BESS1_rack07_status,8,81",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,48,Rack07單體電壓下限保護,Boolean,1,protection,"BESS1_rack07_status,8,83",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,49,Rack07充電溫度上限保護,Boolean,1,protection,"BESS1_rack07_status,8,89",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,50,Rack07充電溫度下限保護,Boolean,1,protection,"BESS1_rack07_status,8,91",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,51,Rack07放電溫度上限保護,Boolean,1,protection,"BESS1_rack07_status,8,89",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,52,Rack07放電溫度下限保護,Boolean,1,protection,"BESS1_rack07_status,8,91",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,53,Rack07單體溫度上限保護,Boolean,1,protection,"BESS1_rack07_status,8,89",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,54,Rack07單體溫度下限保護,Boolean,1,protection,"BESS1_rack07_status,8,91",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,55,Rack07環境溫度上限保護,Boolean,1,protection,"BESS1_rack07_status,8,59",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,56,Rack07環境溫度下限保護,Boolean,1,protection,"BESS1_rack07_status,8,59",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,57,Rack07動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,58,Rack07組SOC上限保護,Boolean,1,protection,"BESS1_rack07_status,8,55",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,59,Rack07組SOC下限保護,Boolean,1,protection,"BESS1_rack07_status,8,55",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,60,Rack07正極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack07_status,8,61",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,61,Rack07負極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack07_status,8,63",PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,62,Rack07箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,63,Rack07箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,64,Rack07電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,65,Rack07動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,66,Rack07BMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,67,Rack07BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,68,Rack07單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,69,Rack07總壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,70,Rack07電流採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,71,Rack07溫度採集斷線,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,72,Rack07溫度採集短路,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,73,Rack07BMS設備故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,74,Rack07單體電壓無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,75,Rack07單體溫度無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack07_alert,8,76,Rack07組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,77,Rack07組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,78,Rack07消防報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack07_alert,8,79,Rack07水浸報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,1,Rack08組端電壓上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,51",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,2,Rack08組端電壓下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,51",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,3,Rack08充電電流上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,53",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,4,Rack08放電電流上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,53",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,5,Rack08單體電壓上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,81",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,6,Rack08單體電壓下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,83",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,7,Rack08充電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,89",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,8,Rack08充電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,91",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,9,Rack08放電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,89",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,10,Rack08放電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,91",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,11,Rack08單體溫度上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,89",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,12,Rack08單體溫度下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,91",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,13,Rack08環境溫度上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,59",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,14,Rack08環境溫度下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,59",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,15,Rack08動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,16,Rack08組SOC上限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,55",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,17,Rack08組SOC下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,55",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,18,Rack08正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,61",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,19,Rack08負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack08_status,9,63",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,20,Rack08箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,21,Rack08箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,22,Rack08組端電壓上限告警,Boolean,1,warning,"BESS1_rack08_status,9,51",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,23,Rack08組端電壓下限告警,Boolean,1,warning,"BESS1_rack08_status,9,51",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,24,Rack08充電電流上限告警,Boolean,1,warning,"BESS1_rack08_status,9,53",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,25,Rack08放電電流上限告警,Boolean,1,warning,"BESS1_rack08_status,9,53",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,26,Rack08單體電壓上限告警,Boolean,1,warning,"BESS1_rack08_status,9,81",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,27,Rack08單體電壓下限告警,Boolean,1,warning,"BESS1_rack08_status,9,83",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,28,Rack08充電溫度上限告警,Boolean,1,warning,"BESS1_rack08_status,9,89",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,29,Rack08充電溫度下限告警,Boolean,1,warning,"BESS1_rack08_status,9,91",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,30,Rack08放電溫度上限告警,Boolean,1,warning,"BESS1_rack08_status,9,89",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,31,Rack08放電溫度下限告警,Boolean,1,warning,"BESS1_rack08_status,9,91",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,32,Rack08單體溫度上限告警,Boolean,1,warning,"BESS1_rack08_status,9,89",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,33,Rack08單體溫度下限告警,Boolean,1,warning,"BESS1_rack08_status,9,91",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,34,Rack08環境溫度上限告警,Boolean,1,warning,"BESS1_rack08_status,9,59",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,35,Rack08環境溫度下限告警,Boolean,1,warning,"BESS1_rack08_status,9,59",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,36,Rack08動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,37,Rack08組SOC上限告警,Boolean,1,warning,"BESS1_rack08_status,9,55",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,38,Rack08組SOC下限告警,Boolean,1,warning,"BESS1_rack08_status,9,55",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,39,Rack08正極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack08_status,9,61",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,40,Rack08負極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack08_status,9,63",
儲能櫃1_1,戶外,BESS1_rack08_alert,9,41,Rack08箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,42,Rack08箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,43,Rack08組端電壓上限保護,Boolean,1,protection,"BESS1_rack08_status,9,51",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,44,Rack08組端電壓下限保護,Boolean,1,protection,"BESS1_rack08_status,9,51",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,45,Rack08充電電流上限保護,Boolean,1,protection,"BESS1_rack08_status,9,53",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,46,Rack08放電電流上限保護,Boolean,1,protection,"BESS1_rack08_status,9,53",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,47,Rack08單體電壓上限保護,Boolean,1,protection,"BESS1_rack08_status,9,81",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,48,Rack08單體電壓下限保護,Boolean,1,protection,"BESS1_rack08_status,9,83",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,49,Rack08充電溫度上限保護,Boolean,1,protection,"BESS1_rack08_status,9,89",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,50,Rack08充電溫度下限保護,Boolean,1,protection,"BESS1_rack08_status,9,91",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,51,Rack08放電溫度上限保護,Boolean,1,protection,"BESS1_rack08_status,9,89",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,52,Rack08放電溫度下限保護,Boolean,1,protection,"BESS1_rack08_status,9,91",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,53,Rack08單體溫度上限保護,Boolean,1,protection,"BESS1_rack08_status,9,89",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,54,Rack08單體溫度下限保護,Boolean,1,protection,"BESS1_rack08_status,9,91",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,55,Rack08環境溫度上限保護,Boolean,1,protection,"BESS1_rack08_status,9,59",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,56,Rack08環境溫度下限保護,Boolean,1,protection,"BESS1_rack08_status,9,59",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,57,Rack08動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,58,Rack08組SOC上限保護,Boolean,1,protection,"BESS1_rack08_status,9,55",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,59,Rack08組SOC下限保護,Boolean,1,protection,"BESS1_rack08_status,9,55",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,60,Rack08正極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack08_status,9,61",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,61,Rack08負極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack08_status,9,63",PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,62,Rack08箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,63,Rack08箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,64,Rack08電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,65,Rack08動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,66,Rack08BMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,67,Rack08BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,68,Rack08單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,69,Rack08總壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,70,Rack08電流採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,71,Rack08溫度採集斷線,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,72,Rack08溫度採集短路,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,73,Rack08BMS設備故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,74,Rack08單體電壓無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,75,Rack08單體溫度無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack08_alert,9,76,Rack08組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,77,Rack08組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,78,Rack08消防報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack08_alert,9,79,Rack08水浸報警,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,1,rack01組端電壓上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,51",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,2,rack01組端電壓下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,51",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,3,rack01充電電流上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,53",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,4,rack01放電電流上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,53",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,5,rack01單體電壓上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,81",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,6,rack01單體電壓下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,83",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,7,rack01充電溫度上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,89",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,8,rack01充電溫度下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,91",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,9,rack01放電溫度上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,89",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,10,rack01放電溫度下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,91",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,11,rack01單體溫度上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,89",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,12,rack01單體溫度下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,91",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,13,rack01環境溫度上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,59",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,14,rack01環境溫度下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,59",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,15,rack01動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,16,rack01組SOC上限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,55",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,17,rack01組SOC下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,55",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,18,rack01正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,61",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,19,rack01負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS3_rack01_status,10,63",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,20,rack01箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,21,rack01箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,22,rack01組端電壓上限告警,Boolean,1,warning,"BESS3_rack01_status,10,51",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,23,rack01組端電壓下限告警,Boolean,1,warning,"BESS3_rack01_status,10,51",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,24,rack01充電電流上限告警,Boolean,1,warning,"BESS3_rack01_status,10,53",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,25,rack01放電電流上限告警,Boolean,1,warning,"BESS3_rack01_status,10,53",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,26,rack01單體電壓上限告警,Boolean,1,warning,"BESS3_rack01_status,10,81",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,27,rack01單體電壓下限告警,Boolean,1,warning,"BESS3_rack01_status,10,83",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,28,rack01充電溫度上限告警,Boolean,1,warning,"BESS3_rack01_status,10,89",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,29,rack01充電溫度下限告警,Boolean,1,warning,"BESS3_rack01_status,10,91",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,30,rack01放電溫度上限告警,Boolean,1,warning,"BESS3_rack01_status,10,89",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,31,rack01放電溫度下限告警,Boolean,1,warning,"BESS3_rack01_status,10,91",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,32,rack01單體溫度上限告警,Boolean,1,warning,"BESS3_rack01_status,10,89",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,33,rack01單體溫度下限告警,Boolean,1,warning,"BESS3_rack01_status,10,91",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,34,rack01環境溫度上限告警,Boolean,1,warning,"BESS3_rack01_status,10,59",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,35,rack01環境溫度下限告警,Boolean,1,warning,"BESS3_rack01_status,10,59",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,36,rack01動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,37,rack01組SOC上限告警,Boolean,1,warning,"BESS3_rack01_status,10,55",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,38,rack01組SOC下限告警,Boolean,1,warning,"BESS3_rack01_status,10,55",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,39,rack01正極絕緣電阻下限告警,Boolean,1,warning,"BESS3_rack01_status,10,61",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,40,rack01負極絕緣電阻下限告警,Boolean,1,warning,"BESS3_rack01_status,10,63",
儲能櫃1_2,戶外,BESS3_rack01_alert,2,41,rack01箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,42,rack01箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,43,rack01組端電壓上限保護,Boolean,1,protection,"BESS3_rack01_status,10,51",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,44,rack01組端電壓下限保護,Boolean,1,protection,"BESS3_rack01_status,10,51",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,45,rack01充電電流上限保護,Boolean,1,protection,"BESS3_rack01_status,10,53",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,46,rack01放電電流上限保護,Boolean,1,protection,"BESS3_rack01_status,10,53",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,47,rack01單體電壓上限保護,Boolean,1,protection,"BESS3_rack01_status,10,81",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,48,rack01單體電壓下限保護,Boolean,1,protection,"BESS3_rack01_status,10,83",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,49,rack01充電溫度上限保護,Boolean,1,protection,"BESS3_rack01_status,10,89",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,50,rack01充電溫度下限保護,Boolean,1,protection,"BESS3_rack01_status,10,91",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,51,rack01放電溫度上限保護,Boolean,1,protection,"BESS3_rack01_status,10,89",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,52,rack01放電溫度下限保護,Boolean,1,protection,"BESS3_rack01_status,10,91",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,53,rack01單體溫度上限保護,Boolean,1,protection,"BESS3_rack01_status,10,89",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,54,rack01單體溫度下限保護,Boolean,1,protection,"BESS3_rack01_status,10,91",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,55,rack01環境溫度上限保護,Boolean,1,protection,"BESS3_rack01_status,10,59",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,56,rack01環境溫度下限保護,Boolean,1,protection,"BESS3_rack01_status,10,59",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,57,rack01動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,58,rack01組SOC上限保護,Boolean,1,protection,"BESS3_rack01_status,10,55",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,59,rack01組SOC下限保護,Boolean,1,protection,"BESS3_rack01_status,10,55",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,60,rack01正極絕緣電阻下限保護,Boolean,1,protection,"BESS3_rack01_status,10,61",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,61,rack01負極絕緣電阻下限保護,Boolean,1,protection,"BESS3_rack01_status,10,63",PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,62,rack01箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,63,rack01箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,64,rack01電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,65,rack01動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,66,rack01BMU通訊故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,67,rack01BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,68,rack01單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,69,rack01總壓採集線故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,70,rack01電流採集線故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,71,rack01溫度採集斷線,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,72,rack01溫度採集短路,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,73,rack01BMS設備故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,74,rack01單體電壓無效,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,75,rack01單體溫度無效,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack01_alert,2,76,rack01組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,77,rack01組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,78,rack01消防報警,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack01_alert,2,79,rack01水浸報警,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack02_alert,3,1,rack02組端電壓上限預警,Boolean,1,earlywarning,"BESS3_rack02_status,11,51",
儲能櫃1_2,戶外,BESS3_rack02_alert,3,2,rack02組端電壓下限預警,Boolean,1,earlywarning,"BESS3_rack02_status,11,51",
儲能櫃1_2,戶外,BESS3_rack02_alert,3,3,rack02充電電流上限預警,Boolean,1,earlywarning,"BESS3_rack02_status,11,53",
儲能櫃1_2,戶外,BESS3_rack02_alert,3,4,rack02放電電流上限預警,Boolean,1,earlywarning,"BESS3_rack02_status,11,53",
儲能櫃1_2,戶外,BESS3_rack02_alert,3,5,rack02單體電壓上限預警,Boolean,1,earlywarning,"BESS3_rack02_status,11,81",
儲能櫃1_2,戶外,BESS3_rack02_alert,3,6,rack02單體電壓下限預警,Boolean,1,earlywarning,"BESS3_rack02_status,11,83",
